commission,exchange_event_time,order_id,position_side,price,quantity,realized_pnl,side,strategy,symbol,trade_id,v2_matched
0.02614122,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.035,0.30778267,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049356,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049357,True
0.01344405,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.018,0.15828823,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049358,True
0.01344405,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.018,0.15828823,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049359,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049360,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049361,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049362,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049363,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049364,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049365,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049366,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049367,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049368,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049369,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049370,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049371,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049372,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049373,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049374,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049375,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049376,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049377,True
0.00970959,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.013,0.11431927,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049378,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049379,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049380,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049381,True
0.01867230,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.025,0.21984476,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049382,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049383,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049384,True
0.00970959,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.013,0.11431927,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049385,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049386,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049387,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049388,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049389,True
0.00970959,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.013,0.11431927,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049390,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049391,True
0.01792540,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.024,0.21105097,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049392,True
0.01941919,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.026,0.22863855,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049393,True
0.00896270,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.012,0.10552548,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049394,True
0.00970959,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.23,0.013,0.11431927,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049395,True
6.35010979,2026-08-14T14:19:01.495000+00:00,16760845948,BOTH,1867.24,8.502,74.67978825,BUY,exit:992260b4-765c-4b78-89ed-dda82a6f6bae:TAKE_PROFIT,ETH/USDT,314049396,True
7.18910296,2026-08-14T14:30:57.427000+00:00,16760856740,BOTH,1868.27,9.620,0,SELL,testnet_sampling_v2,ETH/USDT,314054960,True
7.21442280,2026-08-14T15:31:48.371000+00:00,16760904552,BOTH,1874.85,9.620,-63.29960000,BUY,exit:be4d3871-274e-47a5-ab96-1a41f24e7f5d:HARD_STOP,ETH/USDT,314081153,True
7.12981144,2026-08-14T15:55:57.059000+00:00,28541150070,BOTH,62984.20,0.2830,-62.74305000,BUY,exit:76917efb-f9f2-46d7-832b-bdc5523121c0:HARD_STOP,BTC/USDT,527512466,True
1.62068150,2026-08-14T16:00:16.015000+00:00,28541153897,BOTH,63012.50,0.0643,0,BUY,testnet_sampling_v2,BTC/USDT,527513614,True
1.83996500,2026-08-14T16:00:16.015000+00:00,28541153897,BOTH,63012.50,0.0730,0,BUY,testnet_sampling_v2,BTC/USDT,527513615,True
0.02520500,2026-08-14T16:00:16.015000+00:00,28541153897,BOTH,63012.50,0.0010,0,BUY,testnet_sampling_v2,BTC/USDT,527513616,True
3.52621307,2026-08-14T16:00:16.015000+00:00,28541153897,BOTH,63013.10,0.1399,0,BUY,testnet_sampling_v2,BTC/USDT,527513617,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091097,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091098,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091099,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091100,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091101,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091102,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091103,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091104,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091105,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091106,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091107,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091108,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091109,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091110,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091111,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091112,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091113,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091114,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091115,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091116,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091117,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091118,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091119,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091120,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091121,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091122,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091123,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091124,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091125,True
0.01806595,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.87,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314091126,True
6.45785940,2026-08-14T16:00:25.371000+00:00,16760924615,BOTH,1881.88,8.579,0,BUY,testnet_sampling_v2,ETH/USDT,314091127,True
7.02375991,2026-08-14T17:06:53.887000+00:00,28541209831,BOTH,63117.90,0.2782,29.23834000,SELL,,BTC/USDT,527529495,False
7.00873069,2026-08-14T17:06:54.847000+00:00,16760968984,BOTH,1884.27,9.299,22.23181000,SELL,,ETH/USDT,314113002,False
0.00452397,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.006,0,BUY,testnet_sampling_v2,ETH/USDT,314116188,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116189,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116190,True
0.01658791,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.022,0,BUY,testnet_sampling_v2,ETH/USDT,314116191,True
0.01658791,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.022,0,BUY,testnet_sampling_v2,ETH/USDT,314116192,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116193,True
0.00829395,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.011,0,BUY,testnet_sampling_v2,ETH/USDT,314116194,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116195,True
0.00829395,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.011,0,BUY,testnet_sampling_v2,ETH/USDT,314116196,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116197,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116198,True
0.01809590,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.024,0,BUY,testnet_sampling_v2,ETH/USDT,314116199,True
0.01658791,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.022,0,BUY,testnet_sampling_v2,ETH/USDT,314116200,True
0.01658791,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.022,0,BUY,testnet_sampling_v2,ETH/USDT,314116201,True
0.01206393,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1884.99,0.016,0,BUY,testnet_sampling_v2,ETH/USDT,314116202,True
0.65522600,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1885,0.869,0,BUY,testnet_sampling_v2,ETH/USDT,314116203,True
6.15641000,2026-08-14T17:17:20.591000+00:00,16760975570,BOTH,1885,8.165,0,BUY,testnet_sampling_v2,ETH/USDT,314116204,True
7.01315690,2026-08-14T17:55:32.131000+00:00,16760999503,BOTH,1878.39,9.334,-61.69474000,SELL,exit:85943265-c4f2-4280-95ea-c2c503dacac2:HARD_STOP,ETH/USDT,314127166,True
0.13852278,2026-08-15T12:15:38.583000+00:00,28541964139,BOTH,62964.90,0.0055,0,BUY,testnet_sampling_v2,BTC/USDT,527708473,True
6.82288740,2026-08-15T12:15:38.583000+00:00,28541964139,BOTH,62965,0.2709,0,BUY,testnet_sampling_v2,BTC/USDT,527708474,True
