stage,file,line,gate_name,input,condition,accept_output,reject_output,reason_code,logged,tested
other,services/validation/stress_scenarios.py,27,max_,ast_node,"stress_results.get(""exchange_outage_max_drawdown"", 0.0) > 0.25",fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,521,return,ast_node,None,fallthrough,None,unknown,unknown,yes
other,services/validation/technical_replay.py,758,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/technical_replay.py,760,position,ast_node,position is not None,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,763,position,ast_node,position is not None,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,764,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/technical_replay.py,777,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/technical_replay.py,781,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
other,services/validation/technical_replay.py,818,position,ast_node,position is not None and position.remaining_fraction > 0,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,838,position,ast_node,position.ladder is None or self.exit_mode != EXIT_MODE_EXIT_LADDER,fallthrough,branch,unknown,yes,yes
other,services/validation/technical_replay.py,866,position,ast_node,position.side == TradeSide.LONG and float(bar.low) <= stop_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,878,position,ast_node,position.side == TradeSide.SHORT and float(bar.high) >= stop_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,937,position,ast_node,ladder.all_levels_executed and position.trail_after_r is not None,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,983,position,ast_node,position.side == TradeSide.LONG,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,984,position,ast_node,float(bar.low) <= position.stop_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,986,position,ast_node,position.take_price > 0 and float(bar.high) >= position.take_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,989,position,ast_node,float(bar.high) >= position.stop_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,991,position,ast_node,position.take_price > 0 and float(bar.low) <= position.take_price,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,1017,position,ast_node,position.side == TradeSide.LONG,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,1197,min_,ast_node,candidate_oos.sharpe <= default_policy.min_sharpe or candidate_oos.profit_factor < default_policy.min_profit_factor or candidate_oos.max_drawdown >= default_policy.max_drawdown or candidate_oos.net_expectancy <= default_policy.min_expectancy,fallthrough,branch,unknown,unknown,yes
other,services/validation/technical_replay.py,1245,return,ast_node,None,fallthrough,None,unknown,unknown,yes
reconciliation,services/execution/paper_exchange_execution.py,327,exchange_position_recovery,exchange position,untracked symbol,position snapshot,skip,exchange_position_recovered,yes,partial
risk,services/execution/gatekeeper.py,110,veto,ast_node,request.veto_result is not None and request.veto_result.veto,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,200,reject,ast_node,"created.model_copy( update={ ""execution_status"": ""duplicate_skipped"", ""rejection_reason"": ""duplicate_candle_intent"", ""rejection_codes"": [""duplicate_candle_intent""], } )",fallthrough,"created.model_copy( update={ ""execution_status"": ""duplicate_skipped"", ""rejection_reason"": ""duplicate_candle_intent"", ""rejection_codes"": [""duplicate_candle_intent""], } )",unknown,unknown,yes
risk,services/execution/gatekeeper.py,207,reject,ast_node,rejection_reasons,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,231,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
risk,services/execution/gatekeeper.py,237,max_,ast_node,projected_symbol_exposure > profile.max_symbol_exposure,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,239,max_,ast_node,projected_total_exposure > profile.max_total_exposure,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,244,correlation,ast_node,not risk_state.portfolio_correlation_available,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,246,correlation,ast_node,risk_state.high_correlation_peer_count >= correlated_peer_count_limit,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,258,position,ast_node,risk_state.open_positions >= profile.max_open_positions,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,260,max_,ast_node,risk_state.requested_leverage > profile.max_leverage,fallthrough,branch,unknown,yes,yes
risk,services/execution/gatekeeper.py,288,reject,ast_node,rejection_reasons,fallthrough,rejection_reasons,unknown,yes,yes
risk,services/execution/gatekeeper.py,292,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/gatekeeper.py,294,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/portfolio_risk.py,13,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/portfolio_risk.py,20,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/portfolio_risk.py,27,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/pre_submit_validation.py,32,max_,ast_node,now - snapshot.received_at > policy.max_quote_age,fallthrough,branch,unknown,unknown,yes
risk,services/execution/pre_submit_validation.py,35,max_,ast_node,deviation > policy.max_signal_deviation_fraction,fallthrough,branch,unknown,unknown,yes
risk,services/execution/pre_submit_validation.py,38,max_,ast_node,spread > policy.max_spread_fraction,fallthrough,branch,unknown,unknown,yes
risk,services/execution/pre_submit_validation.py,43,position,ast_node,intent.position_side is PositionSide.LONG,fallthrough,branch,unknown,unknown,yes
risk,services/execution/pre_submit_validation.py,54,minimum,ast_node,actual_rr < policy.minimum_reward_risk,fallthrough,branch,unknown,unknown,yes
risk,services/execution/risk_tiers.py,75,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
risk,services/execution/risk_tiers.py,93,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
risk,services/execution/risk_tiers.py,98,return,ast_node,False,fallthrough,False,unknown,unknown,yes
risk,services/execution/risk_tiers.py,122,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
risk,services/execution/risk_tiers.py,124,position,ast_node,"""leverage"" not in payload or ""max_position_fraction"" not in payload",fallthrough,branch,unknown,unknown,yes
risk,services/execution/risk_tiers.py,125,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
risk,services/execution/risk_tiers.py,136,volatility,ast_node,_has_dynamic_volatility_tiers(configured),fallthrough,branch,unknown,unknown,yes
risk,services/execution/risk_tiers.py,156,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/risk_tiers.py,172,return,ast_node,None,fallthrough,None,unknown,unknown,yes
risk,services/execution/risk_tiers.py,176,return,ast_node,None,fallthrough,None,unknown,unknown,yes
scheduler,services/execution/scheduler.py,132,return,ast_node,None,fallthrough,None,unknown,unknown,yes
scheduler,services/execution/scheduler.py,221,enabled,ast_node,settings.binance_live_ws_enabled,fallthrough,branch,unknown,unknown,yes
scheduler,services/execution/scheduler.py,226,return,ast_node,None,fallthrough,None,unknown,unknown,yes
scheduler,services/execution/scheduler.py,317,cycle_claim,slot,claim not acquired,runner skipped,duplicate_slot_skipped,duplicate_slot_skipped,yes,yes
scheduler,services/execution/scheduler.py,394,lease_fencing,runner task,lease renewal false,none,runner continues,scheduler leadership lease was lost,yes,no
scheduler,services/execution/scheduler.py,395,return,ast_node,None,fallthrough,None,unknown,unknown,yes
scheduler,services/execution/scheduler.py,411,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
scheduler,services/execution/scheduler.py,533,veto,ast_node,"run_all_paper_runtime_cycles.run( { ""timeframe"": ""1m"", ""max_symbols"": len(AUTO_PAPER_RESEARCH_SYMBOLS), ""enable_decision_veto"": settings.paper_runtime_enable_decision_veto, **(provenance or {}), } )",fallthrough,"run_all_paper_runtime_cycles.run( { ""timeframe"": ""1m"", ""max_symbols"": len(AUTO_PAPER_RESEARCH_SYMBOLS), ""enable_decision_veto"": settings.paper_runtime_enable_decision_veto, **(provenance or {}), } )",unknown,unknown,yes
scheduler,services/execution/scheduler_coordination.py,75,return,ast_node,False,fallthrough,False,unknown,unknown,yes
scheduler,services/execution/scheduler_coordination.py,140,return,ast_node,None,fallthrough,None,unknown,unknown,yes
